decile1b,decile3,decile1,race,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,sex,tier,index6040,dropout,pass_bar
9,10,9,1,3,44,3.5,1.14,67,1.34,1,4,-60,0,0,3,886.842082,0,1
8,8,8,1,6,30,2.3,0.75,66,0.73,1,3,-59,0,1,1,545.78946,0,1
3,3,4,1,3,30.5,3.4,-0.43,61,-0.76,1,4,-54,0,0,3,663.6841965,0,1
6,6,6,1,2,30,3.1,0.16,68,-0.02,1,3,-66,0,1,2,625.78946,0,1
9,8,9,1,2,33,3.2,1.01,65,0.84,1,2,-58,0,1,2,683.157879,0,1
6,7,7,0,6,23,3.3,0.35,70,0.43,1,4,-63,0,0,1,535.263149,0,0
1,1,2,1,1,38,3.1,-1.19,67,-1.48,1,4,-60,0,1,4,752.105244,0,1
1,1,2,0,3,29,3.8,-1.2,69,-1.5,1,3,-67,0,0,3,679.999987,0,1
4,2,5,1,1,40,3.4,-0.22,66,-1.08,1,4,-64,0,1,4,813.68419,0,1
3,4,3,1,4,38,3.2,-0.62,69,-0.34,1,4,-62,0,1,5,762.105244,0,1
2,5,2,1,3,37,2.7,-0.91,66,-0.27,1,4,-59,0,0,3,696.315771,0,1
8,9,8,1,2,42,2.7,0.77,66,1.14,1,4,-59,0,0,2,775.263136,0,1
5,3,6,1,3,32,2.6,0.05,60,-0.79,1,3,-53,0,1,3,607.368406,0,1
2,4,2,0,4,40,3.6,-0.93,69,-0.41,1,4,-67,0,0,5,833.68419,0,1
6,4,6,1,3,39,2.8,0.1,67,-0.29,1,4,-60,0,1,3,737.894717,0,1
1,1,1,0,3,29,2.8,-1.89,67,-1.49,1,3,-60,0,0,3,579.999987,0,1
7,7,7,1,3,36,3.5,0.5,67,0.33,1,3,-60,0,1,3,760.526298,0,1
4,9,5,1,3,36,3.3,-0.19,65,1.09,1,3,-58,0,1,3,740.526298,0,1
3,3,4,1,3,40,3.3,-0.49,69,-0.56,1,5,-62,0,1,3,803.68419,0,1
6,8,6,1,4,34,3.5,0.11,68,0.66,1,5,-61,0,0,5,728.947352,0,1
1,1,1,0,6,28,2.5,-1.34,65,-1.66,1,2,-58,0,1,1,534.210514,0,1
3,4,4,0,5,37,3.2,-0.47,68,-0.3,1,5,-61,0,0,6,746.315771,0,1
7,7,7,1,5,48,3.5,0.58,68,0.3,1,4,-66,0,1,6,949.999974,0,1
3,3,3,1,4,43,3.4,-0.58,64,-0.75,1,4,-57,0,0,5,861.052609,0,1
9,10,9,1,1,39,3.3,1.06,69,1.32,1,4,-62,0,1,4,787.894717,0,1
8,7,8,1,2,28.5,3.2,0.66,58,0.32,1,4,-51,0,1,2,612.1052505,0,0
9,9,9,1,1,36,3.7,1.1,67,1.17,1,3,-60,0,0,4,780.526298,0,1
6,5,6,1,1,34,3.9,0.19,66,-0.03,1,3,-59,0,0,4,768.947352,0,1
5,7,5,1,3,37,3.3,-0.1,63,0.38,1,2,-56,0,0,3,756.315771,0,1
10,10,10,1,3,38,2.5,1.76,69,1.41,1,5,-62,0,1,3,692.105244,0,1
4,2,4,1,3,32.5,3.1,-0.36,69,-1,1,4,-67,0,0,3,665.2631425,0,1
4,3,5,1,3,32.5,3.6,-0.21,68,-0.63,1,4,-61,0,1,3,715.2631425,0,1
5,5,5,1,3,39,2.7,-0.17,66,-0.06,1,4,-59,0,1,3,727.894717,0,1
6,6,7,1,3,35,3.1,0.31,65,0.18,1,4,-63,0,0,3,704.736825,0,1
10,9,10,1,2,37,2.5,1.36,69,1.17,1,4,-67,0,0,2,676.315771,0,1
10,10,10,1,4,37,3.4,1.52,69,1.41,1,4,-62,0,1,5,766.315771,0,1
4,3,4,1,4,36,3.3,-0.26,67,-0.82,2,1,-60,1,1,5,740.526298,0,1
1,1,1,0,1,32,1.9,-1.9,59,-1.39,1,3,-57,0,1,4,537.368406,0,0
3,4,4,1,3,39,3.1,-0.42,68,-0.33,1,4,-61,0,0,3,767.894717,0,1
8,9,8,1,3,44,3,0.75,65,0.91,1,5,-58,0,1,3,836.842082,0,1
3,1,3,1,1,42,3.2,-0.73,64,-1.41,1,5,-57,0,1,4,825.263136,0,1
5,6,6,1,1,40.7,3.1,0.08,64,0.03,1,4,-62,0,0,4,794.7368211,0,1
1,1,1,1,1,32.5,3.6,-1.63,54,-1.68,1,3,-47,0,0,4,715.2631425,0,1
8,7,8,1,4,31,2.8,0.78,68,0.46,1,5,-61,0,0,5,611.578933,0,1
1,1,1,0,4,40,2.2,-1.65,57,-2.15,1,1,-55,0,1,5,693.68419,0,0
3,5,4,1,2,28.5,3.2,-0.47,68,-0.24,1,2,-66,0,0,2,612.1052505,0,1
1,1,1,1,3,30,3.2,-1.33,66,-1.58,1,4,-59,0,0,3,635.78946,0,1
10,9,10,1,4,40,3.2,1.34,70,1.04,1,4,-63,0,0,5,793.68419,0,1
5,4,5,1,1,27.5,3.6,-0.08,66,-0.48,1,4,-59,0,0,4,636.3157775,0,1
2,3,2,1,1,38,3.7,-1.06,68,-0.81,1,3,-61,0,1,4,812.105244,0,1
1,1,1,1,3,41,2.7,-1.32,68,-1.64,1,4,-61,0,1,3,759.473663,0,0
2,2,2,0,6,36,2.9,-0.91,68,-0.9,1,4,-61,0,0,1,700.526298,0,1
6,3,6,1,3,39,2.9,0.13,60,-0.76,1,3,-53,0,1,3,747.894717,0,1
2,4,2,1,4,45,3.1,-0.82,68,-0.46,1,4,-61,0,1,5,862.631555,0,1
5,4,6,1,4,44,3.4,0.01,63,-0.25,1,3,-56,0,0,5,876.842082,0,1
6,5,6,0,1,35,3,0.15,69,-0.22,1,3,-62,0,0,4,694.736825,0,1
10,10,10,1,4,41,3.6,1.55,69,1.65,1,3,-62,0,0,5,849.473663,0,1
6,8,7,1,1,47,3.2,0.3,47,0.84,1,3,-40,0,0,4,904.210501,0,1
7,7,7,1,3,32,2.9,0.47,68,0.33,1,4,-66,0,0,3,637.368406,0,1
4,3,4,1,4,44,3.5,-0.45,68,-0.59,1,4,-61,0,1,5,886.842082,0,1
1,2,1,1,3,29,3,-1.38,60,-1.03,1,3,-53,0,0,3,599.999987,0,1
5,5,5,1,5,44,3.1,0.05,69,-0.11,1,4,-62,0,1,6,846.842082,0,1
5,4,5,1,1,30,3.5,-0.09,62,-0.35,2,3,-55,1,0,4,665.78946,0,1
5,4,5,1,1,44,3.6,-0.12,66,-0.42,1,4,-59,0,1,4,896.842082,0,1
6,5,6,1,4,29.5,3.6,0.17,63,-0.11,2,3,-61,1,0,5,667.8947235,0,1
7,7,7,1,1,40,3.7,0.35,70,0.52,1,4,-63,0,0,4,843.68419,0,1
4,3,4,1,1,37,3.3,-0.37,36,-0.64,1,2,-34,0,1,4,756.315771,0,1
3,4,4,1,3,36.5,2.3,-0.5,65,-0.5,1,4,-63,0,1,3,648.4210345,0,1
5,8,6,1,3,34.5,3.1,0.05,62,0.68,1,2,-60,0,1,3,696.8420885,0,1
2,2,2,1,1,41,3.8,-0.98,69,-1.12,1,4,-62,0,1,4,869.473663,0,1
4,8,4,1,3,38,3.4,-0.29,68,0.56,1,4,-61,0,1,3,782.105244,0,1
3,2,3,1,4,39,3.7,-0.75,68,-1.12,1,4,-61,0,0,5,827.894717,0,1
10,10,10,1,4,40,3.3,2.24,66,2.25,1,5,-59,0,1,5,803.68419,0,1
6,5,6,1,3,41,2.9,0.1,61,-0.12,1,3,-59,0,1,3,779.473663,0,1
3,6,3,1,3,35,3.5,-0.6,60,0.07,1,4,-58,0,0,3,744.736825,0,1
10,10,10,0,2,31,3.9,1.25,68,1.75,2,4,-61,1,0,2,721.578933,0,1
2,2,2,1,1,38,3.7,-0.93,61,-1.09,1,3,-54,0,1,4,812.105244,0,1
5,4,5,1,1,30,3.1,-0.1,56,-0.37,1,4,-49,0,0,4,625.78946,0,1
8,8,8,1,1,43,3.7,0.85,66,0.84,1,4,-59,0,0,4,891.052609,0,1
5,5,5,1,3,34,2.4,-0.05,66,-0.23,1,4,-59,0,0,3,618.947352,0,1
2,3,2,1,4,42,3.4,-0.83,64,-0.78,1,4,-57,0,1,5,845.263136,0,1
10,10,10,1,1,42,3.1,1.42,66,1.64,1,4,-59,0,1,4,815.263136,0,1
9,7,9,1,4,37,3.6,1.06,64,0.48,1,3,-57,0,1,5,786.315771,0,1
5,5,5,1,5,35,3.6,-0.13,68,-0.22,1,4,-66,0,0,6,754.736825,0,1
8,6,8,1,3,35,3.6,0.66,69,0.01,1,2,-62,0,1,3,754.736825,0,1
3,3,4,0,1,31.5,2.2,-0.51,62,-0.57,1,2,-55,0,1,4,559.4736695,0,1
9,10,9,1,4,46,3.2,1.08,67,1.49,1,4,-60,0,1,5,888.421028,0,1
8,8,8,1,2,35,3,0.69,63,0.57,1,3,-56,0,1,2,694.736825,0,1
1,1,1,1,3,30,3.2,-1.51,69,-1.67,1,3,-62,0,1,3,635.78946,0,1
4,4,4,1,1,38,3.4,-0.23,69,-0.32,1,5,-62,0,1,4,782.105244,0,1
5,4,6,1,3,39,2.9,0.02,59,-0.45,1,4,-57,0,0,3,747.894717,0,1
1,1,1,0,1,33,3.2,-2,69,-2.51,1,3,-62,0,0,4,683.157879,0,1
6,4,7,1,3,34,3.1,0.27,66,-0.29,1,2,-59,0,1,3,688.947352,0,1
8,8,8,1,1,37,3.6,0.77,52,0.67,1,3,-45,0,0,4,786.315771,0,1
6,4,6,1,4,42,2.5,0.2,62,-0.48,1,4,-55,0,1,5,755.263136,0,1
5,3,6,0,6,19,2.5,0.05,67,-0.76,1,2,-60,0,0,1,392.105257,0,0
9,7,9,1,3,36,3.3,0.94,63,0.5,2,3,-56,1,1,3,740.526298,0,1
3,3,3,1,2,34,2.6,-0.7,68,-0.67,1,4,-61,0,0,2,638.947352,0,1
6,5,6,1,1,40,3.3,0.16,63,-0.23,1,3,-56,0,1,4,803.68419,0,1
10,9,10,1,2,34,3.3,1.32,68,1.01,1,3,-61,0,1,2,708.947352,0,1
3,4,4,1,1,36,3.5,-0.47,66,-0.5,1,3,-59,0,1,4,760.526298,0,1
10,9,10,1,3,37,2.8,1.41,66,1.28,1,3,-59,0,1,3,706.315771,0,1
9,10,9,1,2,32.5,3.5,1.11,67,1.57,1,4,-60,0,1,2,705.2631425,0,1
3,2,3,0,1,32,2.9,-0.54,69,-1.03,1,2,-62,0,0,4,637.368406,0,1
10,10,10,1,1,43,3.9,1.36,59,1.29,1,2,-57,0,0,4,911.052609,0,1
10,10,10,1,1,48,3.6,1.71,65,1.55,1,4,-58,0,0,4,959.999974,0,1
6,6,7,0,1,39,3,0.29,69,0.16,1,5,-67,0,1,4,757.894717,0,1
6,4,6,1,3,36,3.7,0.17,69,-0.44,1,3,-62,0,0,3,780.526298,0,1
9,7,9,1,4,40,2.4,1.16,66,0.45,1,4,-59,0,0,5,713.68419,0,1
8,6,8,1,3,36,3,0.7,66,-0.01,1,4,-64,0,1,3,710.526298,0,1
10,10,10,1,2,39,3.9,1.41,64,1.71,1,3,-57,0,0,2,847.894717,0,1
7,7,7,1,1,38,3.3,0.36,54,0.37,1,2,-47,0,0,4,772.105244,0,1
2,1,2,1,1,34,3.8,-0.85,68,-1.39,1,3,-61,0,1,4,758.947352,0,1
5,6,5,1,3,35,3,-0.12,69,0.18,1,4,-62,0,1,3,694.736825,0,1
3,2,3,0,4,36,3,-0.51,68,-1.03,1,5,-61,0,1,5,710.526298,0,1
2,1,2,1,3,34,3.4,-0.86,69,-1.33,1,4,-62,0,0,3,718.947352,0,1
1,1,1,1,1,37,3.3,-2.01,52,-1.98,1,4,-45,0,0,4,756.315771,0,1
7,6,7,1,3,32,3.6,0.41,68,0.14,1,4,-61,0,0,3,707.368406,0,1
10,10,10,1,4,41,3.6,1.67,60,1.43,1,4,-53,0,1,5,849.473663,0,1
8,8,9,0,3,30,2.9,0.86,64,0.73,2,2,-62,1,1,3,605.78946,0,1
9,10,9,1,3,41,3.9,1.17,69,1.55,1,3,-62,0,0,3,879.473663,0,1
4,6,5,1,2,35,3.5,-0.28,69,0.18,1,4,-62,0,0,2,744.736825,0,1
7,7,7,1,1,43,3.1,0.42,69,0.35,1,3,-62,0,0,4,831.052609,0,1
9,8,9,1,3,32,3.2,1.01,67,0.56,2,3,-60,1,1,3,667.368406,0,1
4,5,4,1,3,34,3.3,-0.32,69,-0.23,1,2,-62,0,0,3,708.947352,0,1
1,2,1,1,3,37,3.5,-1.49,69,-1.25,1,5,-62,0,1,3,776.315771,0,0
1,1,1,1,4,39.5,3.4,-1.3,69,-1.43,1,5,-62,0,0,5,805.7894535,0,1
4,5,4,1,1,39,3.1,-0.28,68,0,1,4,-61,0,1,4,767.894717,0,1
2,2,2,1,1,31,3.7,-1.08,67,-1.08,1,3,-65,0,1,4,701.578933,0,1
8,6,8,1,3,44,2.8,0.58,68,0.13,1,5,-61,0,1,3,816.842082,0,1
2,2,2,0,6,32,2.2,-0.91,68,-1.31,1,2,-66,0,1,1,567.368406,0,0
3,2,3,1,3,36,2.8,-0.65,66,-1.15,1,4,-59,0,1,3,690.526298,0,1
7,7,8,1,2,35,3.1,0.55,56,0.32,1,2,-49,0,0,2,704.736825,0,1
3,5,3,1,1,47,3.5,-0.62,62,-0.1,1,3,-55,0,1,4,934.210501,0,1
5,5,6,1,3,36,3,-0.01,68,-0.07,1,3,-61,0,1,3,710.526298,0,1
3,5,4,1,1,35.5,3.1,-0.48,67,-0.18,1,3,-60,0,0,4,712.6315615,0,1
1,1,1,0,1,38,3.3,-2.22,69,-2.08,1,2,-62,0,0,4,772.105244,0,1
9,8,10,1,3,30.7,3,1.27,67,0.77,1,4,-60,0,1,3,626.8420911,0,1
2,1,2,1,3,29,3.6,-0.99,61,-1.35,1,3,-59,0,1,3,659.999987,0,1
8,10,8,1,3,38,2.8,0.78,69,1.47,1,3,-62,0,0,3,722.105244,0,1
5,6,5,1,3,34,2.9,-0.14,57,0.25,2,3,-50,1,0,3,668.947352,0,1
7,7,7,1,4,38,3.1,0.41,69,0.5,1,4,-62,0,1,5,752.105244,0,1
10,10,10,1,4,45,3.6,1.83,67,1.61,1,4,-60,0,0,5,912.631555,0,1
2,3,2,1,1,33.5,2.9,-0.86,69,-0.64,1,4,-62,0,1,4,661.0526155,0,1
10,10,10,1,2,46,3.7,2.18,69,2.43,1,2,-62,0,0,2,938.421028,0,1
10,9,10,1,4,39,3.1,2.04,59,1.23,2,4,-52,1,0,5,767.894717,0,1
8,7,8,1,3,30,3.3,0.58,68,0.53,1,4,-61,0,0,3,645.78946,0,1
3,2,3,1,5,40,3.4,-0.76,55,-0.95,1,4,-48,0,1,6,813.68419,0,1
8,7,8,1,2,33,2.8,0.59,62,0.32,1,3,-55,0,1,2,643.157879,0,1
6,7,6,1,1,31.5,3.3,0.27,57,0.53,2,3,-50,1,1,4,669.4736695,0,1
6,7,6,1,1,34,3.2,0.25,69,0.3,1,4,-62,0,0,4,698.947352,0,1
8,7,8,1,3,35,3,0.74,60,0.41,2,2,-58,1,1,3,694.736825,0,1
8,8,8,1,1,37,3.6,0.66,60,0.86,1,3,-53,0,1,4,786.315771,0,1
5,3,5,1,4,34,3.8,-0.16,51,-0.7,1,3,-44,0,1,5,758.947352,0,0
6,8,6,1,1,38,3.3,0.23,65,0.78,1,3,-58,0,1,4,772.105244,0,1
1,1,1,1,4,38,3.1,-1.69,68,-1.76,2,3,-61,1,0,5,752.105244,0,1
6,7,7,1,3,41,3.3,0.26,69,0.39,1,4,-67,0,1,3,819.473663,0,1
5,7,5,1,3,33,3.1,-0.17,69,0.5,1,3,-62,0,0,3,673.157879,0,1
6,6,7,1,3,39,3.4,0.26,69,0.21,1,4,-62,0,1,3,797.894717,0,1
6,7,7,1,4,41,2.9,0.27,68,0.38,1,4,-61,0,0,5,779.473663,0,1
4,2,4,0,4,37,2.9,-0.29,67,-1.07,1,3,-60,0,1,5,716.315771,0,1
4,2,4,1,3,39,3.2,-0.28,69,-1.29,1,4,-62,0,0,3,777.894717,0,1
5,3,5,1,2,27.5,2.4,-0.16,65,-0.81,1,4,-58,0,0,2,516.3157775,0,1
9,8,9,1,1,41,3.4,1.25,68,0.57,1,4,-61,0,1,4,829.473663,0,1
1,1,1,1,3,35,3,-2.48,64,-1.96,1,4,-62,0,1,3,694.736825,0,1
1,1,1,1,1,30.5,2.2,-1.97,57,-1.88,1,4,-50,0,0,4,543.6841965,0,0
3,1,3,1,3,36,3.1,-0.61,69,-1.68,1,4,-62,0,0,3,720.526298,0,0
4,3,4,0,3,32,3.3,-0.26,69,-0.74,1,4,-62,0,0,3,677.368406,0,1
9,9,9,1,1,45,3.1,1.16,66,0.96,1,3,-59,0,1,4,862.631555,0,1
8,7,8,1,3,39,3.9,0.59,68,0.46,1,2,-61,0,0,3,847.894717,0,1
6,7,7,1,1,37,3.3,0.32,69,0.53,1,3,-62,0,0,4,756.315771,0,1
4,3,4,0,3,35,2.8,-0.37,65,-0.61,1,3,-58,0,1,3,674.736825,0,1
6,5,6,1,3,42,2.8,0.13,68,-0.2,1,4,-61,0,1,3,785.263136,0,1
6,5,6,1,3,40,2.5,0.09,58,-0.07,1,3,-51,0,1,3,723.68419,0,1
4,4,4,1,4,42,3.7,-0.27,70,-0.26,1,5,-63,0,0,5,875.263136,0,1
6,6,6,1,1,33,3.5,0.29,51,0.14,1,3,-44,0,0,4,713.157879,0,1
9,9,9,1,3,36,3.8,0.99,69,1.09,1,4,-62,0,1,3,790.526298,0,1
10,10,10,0,5,48,3.9,1.89,68,1.63,1,4,-61,0,1,6,989.999974,0,1
9,10,9,1,4,42,3.4,1.11,66,1.43,1,2,-59,0,1,5,845.263136,0,1
6,7,6,1,1,44,3.9,0.19,69,0.29,1,3,-62,0,1,4,926.842082,0,1
9,8,9,1,4,38,2.7,1.2,69,0.79,1,4,-62,0,0,5,712.105244,0,1
2,3,2,0,4,21,3.9,-1.09,70,-0.64,1,3,-63,0,0,5,563.684203,0,1
5,7,5,1,1,38,3.9,-0.15,61,0.4,1,3,-59,0,1,4,832.105244,0,1
1,3,1,0,1,27,2.7,-1.5,63,-0.81,1,4,-56,0,1,4,538.421041,0,1
9,9,9,1,3,41,3.7,1.06,69,1.28,1,4,-67,0,1,3,859.473663,0,1
4,3,4,1,1,36,3.7,-0.32,65,-0.82,1,5,-58,0,1,4,780.526298,0,1
1,2,1,1,3,38,3.4,-1.51,69,-0.92,1,3,-62,0,1,3,782.105244,0,1
1,1,2,0,3,28,2.5,-1.26,68,-1.9,1,4,-61,0,0,3,534.210514,0,0
8,6,8,1,3,33,3.1,0.59,69,0.12,1,4,-62,0,0,3,673.157879,0,1
5,3,5,1,3,31.3,3.5,-0.12,68,-0.65,1,2,-61,0,0,3,686.3157749,0,1
5,2,5,1,4,34,3.1,-0.1,65,-1.03,1,2,-58,0,1,5,688.947352,0,1
10,10,10,1,3,41,3.1,1.65,63,1.8,1,4,-56,0,1,3,799.473663,0,1
7,6,7,0,6,22.5,3.1,0.45,60,0.06,1,3,-53,0,1,1,507.3684125,0,1
9,9,10,0,1,39,3.6,1.3,69,1.27,1,4,-62,0,1,4,817.894717,0,1
6,6,7,1,4,41,2.9,0.27,66,0.04,1,4,-59,0,0,5,779.473663,0,1
8,6,8,1,1,37,3.6,0.63,69,0.11,1,4,-62,0,1,4,786.315771,0,1
1,3,1,1,4,43,3.4,-1.3,68,-0.79,1,3,-61,0,1,5,861.052609,0,1
7,10,7,1,3,39,2.6,0.43,61,1.34,1,2,-54,0,1,3,717.894717,0,1
10,10,10,1,4,46,3.7,1.92,69,1.41,1,4,-62,0,0,5,938.421028,0,1
4,4,4,1,3,34,2.9,-0.25,66,-0.33,1,4,-59,0,1,3,668.947352,0,1
2,8,2,1,1,33.5,3.2,-1.03,69,0.63,1,4,-62,0,0,4,691.0526155,0,1
5,5,5,1,4,39,3.7,0,61,-0.13,1,2,-60,0,0,5,827.894717,0,1
4,3,4,1,1,38,3.2,-0.29,69,-0.59,1,3,-62,0,0,4,762.105244,0,1
3,3,3,1,3,36,2.9,-0.67,65,-0.7,1,1,-58,0,0,3,700.526298,0,1
1,3,2,1,4,40,3.7,-1.22,69,-0.84,1,3,-62,0,0,5,843.68419,0,1
7,8,7,1,1,34,3.6,0.5,44,0.69,1,4,-37,0,0,4,738.947352,0,1
6,5,6,1,1,40,2.8,0.26,66,-0.19,1,5,-59,0,0,4,753.68419,0,1
10,10,10,1,3,47,3.9,1.89,53,2.29,2,2,-46,1,0,3,974.210501,0,1
8,7,8,1,4,40,3.1,0.65,69,0.45,1,4,-62,0,0,5,783.68419,0,1
4,4,4,1,1,33,3.3,-0.35,57,-0.51,1,3,-50,0,0,4,693.157879,0,1
6,8,7,1,3,38,3.7,0.29,68,0.58,1,4,-61,0,1,3,812.105244,0,1
9,8,9,1,1,42,3.4,1.08,69,0.7,1,4,-62,0,1,4,845.263136,0,1
10,10,10,1,1,42,3.1,1.91,66,1.58,1,4,-59,0,0,4,815.263136,0,1
5,6,5,1,5,46,3.9,-0.14,67,0.09,1,3,-60,0,0,6,958.421028,0,1
6,7,6,1,2,35,2.7,0.17,67,0.49,1,4,-60,0,1,2,664.736825,0,1
6,6,6,1,1,43,3.4,0.26,69,0.25,1,4,-62,0,0,4,861.052609,0,1
1,3,2,1,3,32.5,3.1,-1.12,65,-0.74,1,4,-58,0,1,3,665.2631425,0,1
6,8,6,1,3,34,3.2,0.16,69,0.63,1,4,-62,0,0,3,698.947352,0,1
6,6,6,1,5,41,2.8,0.15,67,0.26,1,3,-60,0,0,6,769.473663,0,1
1,1,1,0,4,30,2.8,-1.81,61,-1.81,1,2,-54,0,0,5,595.78946,0,0
2,1,2,1,1,36,3.5,-0.87,58,-1.34,1,3,-51,0,1,4,760.526298,0,0
1,3,2,1,4,45,3.6,-1.23,69,-0.76,1,5,-62,0,1,5,912.631555,0,1
1,2,1,0,1,23.5,3.4,-1.28,68,-1.25,1,3,-61,0,1,4,553.1578855,0,1
2,1,2,1,3,27,3,-0.97,68,-1.58,1,4,-66,0,0,3,568.421041,0,1
6,6,7,1,1,33,3.5,0.32,66,0.01,1,4,-64,0,1,4,713.157879,0,1
4,6,5,1,3,33,3.4,-0.19,69,0.12,1,3,-62,0,1,3,703.157879,0,1
8,8,8,1,4,32.5,3,0.64,69,0.77,1,3,-62,0,1,5,655.2631425,0,1
9,10,9,1,1,40,3.9,1.28,62,1.32,1,3,-55,0,0,4,863.68419,0,1
4,5,4,1,3,40,2.5,-0.25,67,-0.23,1,4,-60,0,0,3,723.68419,0,1
9,10,9,1,4,42,3.2,0.96,63,1.51,2,3,-56,1,1,5,825.263136,0,1
3,5,4,1,1,41,2.9,-0.47,69,-0.13,1,5,-67,0,1,4,779.473663,0,1
2,1,2,0,1,30,3.3,-1.08,62,-1.67,1,1,-55,0,0,4,645.78946,0,1
5,6,6,1,3,34.5,3.5,0.03,67,0.12,1,3,-65,0,0,3,736.8420885,0,1
1,2,2,1,3,32,3.3,-1.13,68,-1.07,1,3,-61,0,1,3,677.368406,0,1
4,2,5,1,1,29.7,3.1,-0.2,63,-0.92,2,4,-56,1,1,4,621.0526181,0,1
6,5,6,1,4,45,3.1,0.06,68,-0.16,1,3,-61,0,1,5,862.631555,0,1
7,7,7,1,2,40,2.7,0.34,61,0.41,1,1,-54,0,1,2,743.68419,0,1
6,5,6,1,2,35,2.4,0.04,69,-0.16,1,4,-67,0,1,2,634.736825,0,1
4,7,4,1,3,31.5,3.2,-0.34,68,0.35,1,3,-61,0,0,3,659.4736695,0,1
8,9,8,1,1,44,2.6,0.63,53,0.92,1,3,-46,0,1,4,796.842082,0,1
1,1,1,1,1,39,2.6,-1.89,64,-1.92,2,4,-57,1,1,4,717.894717,0,0
7,6,7,1,3,35,3.1,0.44,69,0.26,1,3,-62,0,0,3,704.736825,0,1
3,3,3,1,3,25,3.2,-0.64,69,-0.61,1,3,-62,0,0,3,556.842095,0,1
2,3,2,1,5,38,3.1,-0.98,69,-0.57,1,4,-62,0,1,6,752.105244,0,1
6,6,6,0,4,40,3,0.25,68,0.1,1,4,-61,0,1,5,773.68419,0,1
3,2,3,0,4,29.3,2.9,-0.59,68,-0.93,1,3,-61,0,0,5,594.7368289,0,1
9,9,9,1,1,40,3.1,0.94,67,1.15,1,3,-60,0,1,4,783.68419,0,1
7,6,7,0,1,38,3.7,0.43,69,0.16,1,4,-62,0,1,4,812.105244,0,1
10,4,10,1,3,44,3.1,1.35,66,-0.31,1,4,-64,0,1,3,846.842082,0,1
6,3,7,1,2,34,2.6,0.27,52,-0.84,2,2,-45,1,1,2,638.947352,0,1
10,5,10,0,4,30,2.9,1.45,67,-0.01,1,3,-65,0,1,5,605.78946,0,1
8,7,8,1,3,43,2,0.8,66,0.31,1,5,-59,0,1,3,721.052609,0,1
4,6,4,1,2,29.5,3.4,-0.37,64,0.01,1,3,-57,0,1,2,647.8947235,0,1
10,10,10,1,1,39,3.3,1.79,58,1.6,1,3,-51,0,1,4,787.894717,0,1
8,9,8,1,2,30,3.4,0.58,64,0.98,1,3,-57,0,1,2,655.78946,0,1
7,7,7,1,3,35.5,3.1,0.46,67,0.35,1,4,-60,0,1,3,712.6315615,0,1
8,7,8,1,3,33,3.1,0.61,69,0.47,1,4,-62,0,0,3,673.157879,0,1
2,4,2,1,1,41,3.2,-0.84,68,-0.48,1,4,-61,0,1,4,809.473663,0,1
3,3,3,1,5,39,3.4,-0.7,69,-0.71,1,5,-62,0,0,6,797.894717,0,1
7,8,7,1,3,27,3.1,0.47,55,0.56,2,4,-48,1,0,3,578.421041,0,1
2,2,2,1,1,30,3.7,-0.93,61,-1.1,1,2,-59,0,0,4,685.78946,0,1
6,6,6,1,3,25,3.8,0.25,69,0.22,1,3,-67,0,0,3,616.842095,0,1
4,6,5,1,3,40,3.3,-0.24,69,0.04,1,4,-67,0,0,3,803.68419,0,1
9,9,9,0,4,41.5,3.3,0.95,64,0.92,1,2,-57,0,1,5,827.3683995,0,1
8,8,9,1,3,40,3.2,0.87,69,0.63,1,3,-62,0,1,3,793.68419,0,1
6,6,6,1,1,41,3.4,0.21,69,0.19,1,5,-62,0,0,4,829.473663,0,1
2,2,2,1,1,34,3.4,-0.97,69,-1.23,1,4,-62,0,1,4,718.947352,0,0
2,5,2,1,1,38,3.5,-0.88,69,-0.15,1,3,-62,0,0,4,792.105244,0,1
9,9,9,1,3,34,3.5,1.06,69,1.28,1,3,-67,0,0,3,728.947352,0,1
9,9,9,1,3,35.5,2.7,1.17,66,1.06,1,3,-59,0,1,3,672.6315615,0,1
9,10,9,1,1,36,3.1,0.94,68,1.38,1,4,-61,0,1,4,720.526298,0,1
8,7,8,1,1,44,3.7,0.81,69,0.52,1,3,-62,0,1,4,906.842082,0,1
7,8,7,1,1,45,3.6,0.37,59,0.64,1,4,-52,0,0,4,912.631555,0,1
2,2,3,0,3,33,3.2,-0.82,66,-1.13,1,3,-59,0,1,3,683.157879,0,1
2,2,3,0,3,27.5,2.4,-0.79,65,-1.16,1,4,-58,0,1,3,516.3157775,0,1
6,9,6,1,3,38,2.8,0.25,58,1.05,1,3,-56,0,1,3,722.105244,0,1
10,10,10,1,2,34,3.3,1.65,69,1.54,1,5,-62,0,0,2,708.947352,0,1
7,7,7,1,3,33.5,3.4,0.45,68,0.45,1,4,-61,0,1,3,711.0526155,0,1
4,6,4,1,3,34,3.4,-0.27,69,0.1,1,4,-62,0,0,3,718.947352,0,1
6,10,6,0,2,26.5,3,0.12,65,1.33,1,3,-63,0,0,2,560.5263045,0,1
9,9,9,1,3,31.5,3.5,1.1,69,1.07,1,3,-62,0,1,3,689.4736695,0,1
1,1,2,1,2,25,2.6,-1.11,67,-1.55,1,5,-65,0,0,2,496.842095,0,0
